anime_id,name,type,episodes,rating
6355,Marie &amp; Gali Episode Zero,Special,1,5.97
24823,Days,Music,1,6.83
31499,Huyao Xiao Hongniang,ONA,13,7.48
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,TV,26,8.29
52,Kidou Tenshi Angelic Layer,TV,26,7.32
23585,Haha wo Tazunete Sanzenri Specials,Special,2,6.14
19157,Youkai Watch,TV,Unknown,6.95
29862,Channel 5.5 4th Season Prologue,ONA,1,4.81
3828,Maegami Tarou,Special,1,6.08
19165,Fate/Zero Cafe,Movie,1,6.2
29053,Orangutan,Music,1,4.16
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,Special,1,8.22
33094,WWW.Working!!,TV,13,7.51
11915,Within the Bloody Woods,ONA,2,3.65
1926,Jishu Seisaku Movie Binchou-tan,Music,1,6.2
1702,Yoru ga Kuru!,OVA,4,6.02
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,Movie,1,5.14
12875,Ginga e Kickoff!!,TV,39,7.41
9938,Ikoku Meiro no Croisée The Animation,TV,12,7.48
22031,Samurai Gun Special,Special,1,6.19
26283,Gin no Rousokutate,OVA,1,4.36
1267,Yoroiden Samurai Troopers Message,OVA,5,6.13
26111,Hibike! Wadaiko,OVA,1,6.78
5089,Noramimi 2,TV,13,6.48
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,TV,13,7.2
1755,Di Gi Charat Ohanami Special,Special,4,6.88
30129,Konna Ko Iru kana,TV,Unknown,4.0
7775,Futatsu no Kurumi,Special,1,6.67
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,OVA,1,6.93
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,Movie,1,7.29
27943,Nano Invaders,TV,52,7.08
18323,Jangdokdae,Movie,1,4.36
796,Mahoujin Guru Guru Movie,Movie,1,7.11
23349,Kirin Monoshiri Yakata,TV,1565,5.56
5408,Princess Holiday: Korogaru Ringo Tei Senya Ichiya,OVA,2,5.97
6068,Sensei no Ojikan: Doki Doki School Hours OVA,OVA,7,6.74
124,Fushigi Yuugi: Eikouden,OVA,4,7.0
3472,Tenrankai no E,Movie,1,6.46
3784,Evangelion: 2.0 You Can (Not) Advance,Movie,1,8.53
1581,Gift: Eternal Rainbow,TV,12,6.8
12859,One Piece Film: Z,Movie,1,8.39
28915,Hidamari Sketch x ☆☆☆ Recap,Special,1,6.5
33692,Shigeo wa Handsome,ONA,1,5.53
3559,Stringendo: Angel-tachi no Private Lesson,OVA,12,7.55
12189,Hyouka,TV,22,8.17
3393,Dark,OVA,2,5.75
2593,Kara no Kyoukai 1: Fukan Fuukei,Movie,1,7.81
2250,Roots Search: Shokushin Buttai X,OVA,1,4.34
20457,"Inari, Konkon, Koi Iroha.",TV,10,7.28
1376,Ojamajo Doremi Na-i-sho,OVA,13,7.77
5557,Kugutsu Ai: Doura Gaiden,OVA,1,5.75
33869,Kabi Usagi: Hikouki,ONA,1,3.92
878,Zegapain,TV,26,7.47
32663,Tama &amp; Friends: Uchi no Tama Shirimasenka?,TV,Unknown,6.67
1765,Vampire Sensou,OVA,1,4.76
301,Cinderella Boy,TV,13,6.38
67,Basilisk: Kouga Ninpou Chou,TV,24,7.68
252,Madlax,TV,26,7.17
30869,Ajin Part 2: Shoutotsu,Movie,1,7.51
8086,Densetsu no Yuusha no Densetsu,TV,24,7.83
28625,Shisha no Teikoku,Movie,1,7.04
26023,Haiyore! Nyaruko-san F,OVA,1,7.67
2371,Hotaruko,OVA,3,6.25
3437,Mister Ajikko,TV,99,7.31
33910,Marine Bloomin&#039;,Music,1,5.72
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,Movie,1,7.48
26043,Kurumiwari Ningyou (2014),Movie,1,7.0
2308,Lime-iro Ryuukitan X,TV,13,5.89
18325,Dokkaebi Bangmang-I,Movie,1,4.33
2955,Hana no Joshi Announcer: Newscaster Etsuko,OVA,2,6.52
20649,Kimi no Iru Machi OVA,OVA,2,7.21
29803,Overlord,TV,13,8.04
6120,Mitama: Nin,OVA,2,6.01
4314,Nanami-chan 2nd Series,TV,16,6.61
1036,Kashou no Tsuki: Aki Kyougen,OVA,2,6.11
12419,Guilty Crown Kiseki: Reassortment,Special,1,7.25
1675,Transformers Micron Densetsu,TV,52,6.81
33047,Fate/Extra Last Encore,TV,Unknown,
30154,Kamiusagi Rope (ONA),ONA,Unknown,6.0
4375,Kyoro-chan,TV,91,7.22
6182,Maihime,OVA,1,7.12
10822,Ranma ½: Totteoki Talk Best of Memories,OVA,1,7.22
29966,Katsuobushi Dayo Jinsei wa,Music,1,4.28
16099,Sword Art Online: Sword Art Offline,Special,9,6.46
6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,OVA,4,7.85
11285,Black★Rock Shooter (TV),TV,8,7.07
33876,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,Special,1,7.29
30339,Play Jazz,Movie,1,4.69
33986,Elite Banana Banao,ONA,Unknown,6.29
403,Hanaukyou Maid-tai,TV,12,6.72
29431,Eddie the Fast Break,TV,Unknown,6.11
34078,Ukkari Pénélope (2013),TV,13,7.0
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,OVA,1,7.47
200,Tenshi na Konamaiki,TV,50,7.6
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,Movie,1,6.72
11411,Hell Target,OVA,1,5.18
9314,Fractale,TV,11,7.06
15291,Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,Special,2,7.14
32270,Xiyue Qi Tong (2006),Movie,1,5.38
32543,Lu Shidai 2nd Season,ONA,13,7.31
5880,Oshiruko,ONA,1,5.16
33909,Marine Dreamin&#039;,Music,1,5.63
406,Buzzer Beater,TV,13,6.73
4304,Kodomo no Jikan,OVA,7,6.39
6880,Deadman Wonderland,TV,12,7.48
1290,Mobile Police Patlabor: WXIII,Movie,1,6.92
23001,Manga Jinbutsushi,TV,365,6.91
349,Magical Canan,TV,13,6.42
1852,Hidamari Sketch,TV,12,7.51
25085,Meiken Lassie Specials,Special,2,6.38
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,1,7.56
19463,Hamuko Mairu!,OVA,1,4.6
12505,C³ Special,Special,1,6.9
13019,Aneki no Kounai Kaikinbi,OVA,1,5.54
18429,Lupin III vs. Detective Conan: The Movie,Movie,1,8.05
31280,Selector Destructed WIXOSS Movie,Movie,1,7.3
9895,The Bathroom,Movie,1,4.4
5235,Live On Cardliver Kakeru,TV,51,7.05
2418,Stranger: Mukou Hadan,Movie,1,8.43
16385,Dog Days&#039;&#039;,TV,12,7.16
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,Movie,1,7.3
12549,"Dakara Boku wa, H ga Dekinai.",TV,12,6.96
1725,Keitai Shoujo,ONA,6,5.46
11615,Morita-san wa Mukuchi. 2,TV,13,6.8
29973,Aya Hito Shiki to Iu na no Ishi Hata,ONA,1,4.38
10280,Uchuu Kaizoku Sara Special,Special,1,7.07
692,Dousou Kai,OVA,4,5.96
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,Movie,1,6.77
24135,Nobunaga Concerto,TV,10,7.79
10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Movie,1,7.91
5958,Sora no Otoshimono,TV,13,7.68
30916,The Five Killers,ONA,1,6.24
16331,Next A-Class,ONA,1,6.53
1230,Innocent Venus,TV,12,6.95
33522,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,ONA,6,6.2
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Movie,1,7.56
32346,makemagic,Music,1,5.52
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,1,7.47
20505,Kimi to Boku,ONA,1,7.3
25299,Dosukoi! Wanpaku Dohyou,Movie,1,5.25
2714,Sotsugyou: Graduation,OVA,2,6.37
30269,Momoiro Milk,OVA,2,6.37
1544,Super Robot Taisen OG The Animation,OVA,3,6.79
30806,Schwarzesmarken,TV,12,7.0
11487,Sekiranun Graffiti,Music,1,7.11
1434,Lupin III: Harimao no Zaihou wo Oe!!,Special,1,7.16
26145,Okaachan Gomen ne,Movie,1,9.0
22487,Hello Kitty no Match Uri Shoujo,OVA,1,6.91
577,Kagihime Monogatari Eikyuu Alice Rinbukyoku,TV,13,6.35
16157,Choujigen Game Neptune The Animation,TV,12,7.15
11855,Houkago Nyannyan,OVA,1,6.04
6896,Pandora Hearts Specials,Special,9,7.49
29479,Tsunagaru Animal,Special,1,5.4
4935,Ikkyuu-san,TV,296,7.05
28385,Seto no Hanayome Picture Drama,Special,1,6.44
18087,Kero Kero Keroppi no Bouken: Pink no Kinoko,OVA,1,6.15
3919,Shimaizuma: Shimaizuma 3 The Animation,OVA,2,6.86
2833,Gulliver no Uchuu Ryokou,Movie,1,6.2
6448,Yuusei Shounen Papii,TV,52,6.49
23623,Non Non Biyori Repeat,TV,12,8.26
3428,Injuu vs. Onna Spy,OVA,1,5.66
14347,Ryo,Movie,1,6.01
17106,Wala! Pyeon-uijeom The Animation,TV,24,5.33
13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Special,1,6.29
5933,Shiroi Kiba White Fang Monogatari,Special,1,6.63
2087,VS Knight Lamune &amp; 40 Fire,TV,26,6.99
30925,Gatchaman Crowds Insight: Inbound,ONA,1,7.11
33855,Show By Rock!! x Joysound,ONA,Unknown,6.32
28891,Haikyuu!! Second Season,TV,25,8.93
21939,Mushishi Zoku Shou,TV,10,8.8
496,Kamui no Ken,Movie,1,6.72
3078,Magical Twilight,OVA,3,6.12
29363,Watashi no Ashinaga Ojisan Specials,Special,2,6.48
29886,Bogeul Bogeul Bomulseon,Movie,1,6.33
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,Movie,1,5.47
7501,Kintarou Taiiku Nikki,Movie,1,4.88
10513,Usavich IV,TV,13,6.93
16970,Nyuuin Bokki Monogatari: Odaijini!,OVA,2,6.53
25069,Tom Sawyer no Bouken Specials,Special,2,6.16
12657,Tongari Boushi no Memole: Marielle no Housekibako,OVA,1,6.4
31113,Puchitto Furikaerintia,Special,1,6.33
3751,Sekai Meisaku Douwa: Mori wa Ikiteiru,Movie,1,7.08
2070,Guy: Youma Kakusei,OVA,2,5.84
2233,Ocha-ken: Chokotto Monogatari,TV,26,6.46
1462,Memories,Movie,3,7.84
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,TV,12,6.01
789,Shinigami no Ballad.,TV,6,7.05
33539,Shima Kousaku no Asia Risshi-den Specials,Special,4,5.67
1919,Urusei Yatsura OVA,OVA,11,7.61
16778,Gold Pencil And Alien Boy,Movie,1,3.56
3101,F-Zero: Falcon Densetsu,TV,51,6.46
33335,Hajimete no Eigo: Nippon Mukashibanashi,OVA,18,8.17
33506,Ao no Exorcist: Kyoto Fujouou-hen,TV,Unknown,
32645,Hi no Tori: Reimei-hen,Movie,1,7.44
30073,Onaka no Ookina Ouji-sama,Music,1,5.25
31890,Nurse Witch Komugi-chan R,TV,12,6.09
4017,Magical Moe,OVA,1,5.44
227,FLCL,OVA,6,8.06
33241,Honobono Log,TV,10,7.48
33377,Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,TV,24,6.64
33248,K: Seven Stories,,Unknown,
30583,Futabu! Mix: Futanari World,OVA,1,6.72
32615,Youjo Senki,TV,Unknown,
23523,Aterui,Movie,1,4.4
9502,Egao no Hana,Music,1,5.86
2906,Rokushin Gattai GodMars: Juunanasai no Densetsu,OVA,1,6.09
34086,Tales of Zestiria the X (2017),TV,12,
25083,Nanatsu no Umi no Tico Specials,Special,2,6.78
3175,Kaitei Choutokkyuu: Marine Express,Special,1,6.37
23327,Space☆Dandy 2nd Season,TV,13,8.27
3436,Meme Iroiro Yume no Tabi,TV,127,6.67
25159,Inou-Battle wa Nichijou-kei no Naka de,TV,12,7.34
2109,Rockman.EXE Stream,TV,51,7.25
7175,Himitsukessha Taka no Tsume Countdown,TV,12,6.17
8184,Bouken Gabotenjima,TV,39,6.58
34055,Berserk (2017),TV,Unknown,
31861,Tenchi Muyou! Ryououki 4th Season,OVA,4,8.0
10396,Ben-To,TV,12,7.49
24171,Mushibugyou OVA,OVA,3,7.2
24471,Hoozuki no Reitetsu OVA,OVA,3,7.93
2194,Mejoku,OVA,2,6.43
32338,Yes! BanG_Dream!,Music,1,6.06
694,Canvas 2: Niji-iro no Sketch,TV,24,6.91
5006,Nagagutsu Sanjuushi,Movie,1,6.42
1168,Musekinin Kanchou Tylor OVA,OVA,10,7.33
10545,The Epic Of ZektBach,OVA,1,6.0
4028,Slayers Revolution,TV,13,7.37
7818,Yousei Ou,OVA,1,6.32
20517,Little Busters!: EX,Special,8,7.94
1932,Yes! Precure 5,TV,49,7.3
5027,Stitch!,TV,25,6.12
3363,RD Sennou Chousashitsu,TV,26,7.24
1665,Babel Nisei (1992),OVA,4,6.02
22327,Himalaya no Hikari no Oukoku,OVA,1,6.63
1459,Uchuu no Kishi Tekkaman Blade,TV,49,7.58
5234,Zettai Yareru Greece Shinwa,TV,13,6.22
27747,Jokei Kazoku III: Himitsu - The Anime,OVA,1,6.32
19957,Huckleberry no Bouken (Movie),Movie,1,5.93
7786,Arabian Nights: Sindbad no Bouken,Movie,1,5.89
30939,Shiranpuri,OVA,1,6.18
32255,Ashita Kirarin,OVA,1,6.45
5315,Ero Manga Mitai na Koi Shiyo: Let&#039;s Fall in Love The Ero-manga,OVA,2,7.11
16602,Dead Girl Trailer,ONA,1,3.74
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,OVA,1,7.18
32660,Petit Petit Muse,TV,26,8.14
33511,Koro-sensei Q!,Movie,1,7.14
5013,Juugo Shounen Hyouryuuki,Special,1,6.43
25393,Master of Torque 2,ONA,1,5.45
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,Unknown,
810,Android Ana Maico 2010,TV,24,6.6
31257,Spacy,Movie,1,5.14
19217,And And,Music,1,5.55
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",OVA,1,7.16
33708,Baku Tech! Bakugan Gachi: Tokubetsu-hen,ONA,1,5.93
30940,Shounen Muku Hatojuu Monogatari,OVA,1,6.0
2154,Tekkon Kinkreet,Movie,1,8.11
33969,Shuangsheng Lingtan,ONA,20,7.45
28853,Pokemon: Pikachu to Pokemon Ongakutai,Movie,1,6.45
30128,Allargando The Animation,OVA,1,6.53
591,Amaenaide yo!!,TV,12,6.67
11079,Kill Me Baby,TV,13,6.95
31560,Miss Monochrome: The Animation 3,TV,13,6.66
9124,Ookiku Furikabutte: Natsu no Taikai-hen Special,Special,1,7.54
6318,Kigurumikku V3,ONA,3,5.44
9673,Ura Tegamibachi,Special,25,7.12
11255,Ikkitousen: Shuugaku Toushi Keppuuroku,OVA,1,6.83
24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,Movie,1,5.5
27989,Hibike! Euphonium,TV,13,8.03
5097,Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,OVA,2,7.29
1177,Alien 9,OVA,4,6.71
21509,Trip Trek (2010),ONA,8,5.0
30362,Garon,Movie,1,6.8
32627,Shaka no Shougai,Movie,1,9.0
5973,Fight Ippatsu! Juuden-chan!!,TV,12,6.82
1186,Battle Athletess Daiundoukai (TV),TV,26,7.02
2684,Buzzer Beater 2nd Season,TV,13,7.0
6850,Norakuro Shoui: Nichiyoubi no Kaijiken,Movie,1,4.94
33960,Chou Do M na Hentai Mesu-tachi Otokoton Choukyou Itashimasu!,OVA,Unknown,8.38
29833,Mochi Mochi no Ki,Movie,1,4.27
3020,Gu-Gu Ganmo,TV,50,6.28
3112,Papillon Rose,TV,6,5.0
734,Kizuna: Koi no kara Sawagi,OVA,1,6.94
33391,Red Ash The Animation: Magicicada,Movie,1,
3211,Otenki Oneesan,OVA,2,5.63
6431,Chameko no Ichinichi,Movie,1,4.91
32876,Nameko: Sekai no Tomodachi,TV,Unknown,5.6
20709,Sabagebu!,TV,12,7.46
32421,Aikodesho,Music,1,4.18
2895,Kujiratori,Movie,1,6.66
9056,Agitated Screams of Maggots,Music,1,4.45
33741,Mobile Police Patlabor Reboot,Movie,1,6.82
10187,HenSemi (TV),TV,13,6.66
27437,Mushiba Tetsudou,Movie,1,5.45
31621,Ooyasan wa Shishunki!,TV,12,6.66
25915,Sakura Capusule,OVA,1,6.07
1040,Mizuiro Jidai,TV,47,7.01
11751,"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...",TV,13,7.02
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,Movie,1,5.76
7028,Pop,Movie,1,3.63
1068,Chou Denji Robo Combattler V,TV,54,6.93
17641,Date A Live: Date to Date,OVA,1,7.55
1857,Taiyou no Mokushiroku: A Spirit of the Sun,Special,2,7.11
3712,Zero no Tsukaima: Princesses no Rondo,TV,12,7.6
1191,Saber Marionette J Again,OVA,6,7.32
32821,Xiong Chu Mo Zhi Dongri Le Fantian,TV,52,5.67
10702,Tekken: Blood Vengeance,Movie,1,6.81
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,Special,1,6.78
4782,Mama wa Poyopoyo Saurus ga Osuki,TV,52,6.75
8348,Tengen Toppa Gurren Lagann: Parallel Works 2,Music,7,7.09
30885,Noragami Aragoto OVA,OVA,2,8.12
12317,Upotte!!,ONA,10,6.63
2038,Mahou no Star Magical Emi,TV,38,6.76
11757,Sword Art Online,TV,25,7.83
3980,Bi-Indoushi Miija: Injoku no Gakuen,OVA,2,5.43
16644,Soushi Souai: Junai Mellow yori,OVA,1,6.67
2397,Digimon Adventure: Bokura no War Game!,Movie,1,7.81
9291,Hello Kitty no Cinderella,Movie,1,6.6
8987,Princess Knight☆Catue,OVA,3,6.63
31641,Niedola,Music,1,5.54
8239,Anime Yasei no Sakebi,TV,22,6.11
3597,Fantasia,OVA,1,5.58
80,Mobile Suit Gundam,TV,43,7.89
33188,Sore Ike! Sabuibo Mask,TV,8,3.0
8546,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,Movie,1,6.73
16916,Kuroko no Basket: Tip Off,Special,1,8.07
2415,Super Fishing Grander Musashi,TV,25,7.07
23719,Rennyuu Tales The Animation,OVA,1,6.62
9618,Asobi ni Iku yo!: Asobi ni Oide,OVA,1,6.93
6761,Cynical Hysterie Hour: Yoru wa Tanoshii,Movie,1,5.59
10491,Higurashi no Naku Koro ni Kira,OVA,4,6.58
8153,Gegege no Kitarou: Youkai Daisensou,Movie,1,6.38
20529,Harinezumi,Music,1,5.34
28653,Maze,Movie,1,5.37
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,TV,12,7.19
2400,Ghost Sweeper GS Mikami,TV,45,7.27
17563,Koutetsu no Vendetta Episode 0,ONA,1,6.09
18475,Kagayake! Yuujou no V Sign,OVA,1,5.67
23755,Nanatsu no Taizai,TV,24,8.42
1547,Obake no Q-tarou,TV,96,6.38
117,El Hazard: The Magnificent World,OVA,7,7.44
5249,Mitsume ga Tooru,TV,48,6.94
29409,Juu-nin no Chiisa na Indian,Movie,1,3.5
5018,Piroppo,TV,23,5.06
34077,Cardfight!! Vanguard G: Next,TV,Unknown,7.16
565,Steamboy,Movie,1,7.45
18029,Hello Kitty no Suteki na Kyoudai,OVA,1,6.94
18269,Ujusonyeon Kaesi,Movie,1,4.63
12337,Soukou Kihei Votoms Recaps,OVA,4,6.52
10324,Tono to Issho: Gantai no Yabou,TV,12,6.73
33478,UQ Holder!,,Unknown,
28689,Noroma na Jiji,Movie,1,6.67
15897,Picchipichi Shizuku-chan,TV,52,6.83
3535,Neko Ramen,ONA,13,6.55
1341,Violence Jack: Harlem Bomber-hen,OVA,1,5.46
30817,Netoraserare,OVA,2,5.68
4051,Net Ghost Pipopa,TV,51,7.09
9545,Elf Hime Nina,OVA,3,6.53
20267,Wooser no Sono Higurashi: Kakusei-hen,TV,12,6.77
28355,Henna ABC,Music,1,5.4
1060,Oruchuban Ebichu,TV,24,7.52
10165,Nichijou,TV,26,8.52
13519,Organic,ONA,1,5.56
26333,Kaneko Misuzu: Yasashisa no Fuukei,OVA,1,5.25
273,Mahoutsukai ni Taisetsu na Koto,TV,12,6.87
3923,Kamen Rider Den-O: Imagin Anime,OVA,10,6.78
3461,Gensou Jotan Ellcia,OVA,4,6.07
5476,Fushigi na Melmo,TV,26,6.62
1203,Nitaboh,Movie,1,7.53
31683,Danchigai Special,Special,1,6.46
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie,1,7.18
1789,Argento Soma Special,Special,1,6.59
29573,Fukubiki! Triangle: Futaba wa Atafuta ♥,OVA,1,6.74
5216,D.C.if: Da Capo if,OVA,2,7.29
5281,Hissatsu Chikan Nin,OVA,2,6.25
10563,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,Movie,1,6.35
1220,Hoshizora Kiseki,ONA,1,5.99
31584,Henkei Sakuhin Dai 1-ban,Movie,1,4.83
2127,Chouja Raideen,TV,38,6.45
22163,Natsu no Shisen 1942,Movie,1,4.9
22135,Ping Pong The Animation,TV,11,8.67
817,Tactical Roar,TV,13,6.55
3451,Space Oz no Bouken,TV,26,6.25
1351,Angel Cop,OVA,6,6.04
19445,Tetsujin 28-gou Gao!,TV,151,7.33
824,Guardian Hearts,OVA,6,6.01
5838,Furudera no Obake-soudou,Movie,1,5.04
10087,Fate/Zero,TV,13,8.51
5571,Shining May,OVA,1,5.7
3701,Kaiba,TV,12,8.29
4126,Mahou no Tenshi Creamy Mami: Lovely Serenade,Music,1,6.15
9948,Music Up,TV,52,6.23
1699,Romeo x Juliet,TV,24,7.85
29823,Channel 5.5 3rd Season,ONA,4,6.12
22117,Witch Craft Works OVA,OVA,1,6.89
2463,Shounan Bakusouzoku,OVA,12,6.73
30262,Okane ga Nai Specials,Special,4,6.46
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",Special,1,6.77
17963,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",Movie,1,6.28
19569,Junjou Shoujo Et Cetera,OVA,2,6.75
4599,Tanoshii Willow Town,TV,26,6.33
3512,Tenshi Nanka ja Nai,OVA,1,6.38
4099,Wolf Daddy,Movie,1,6.52
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Special,7,6.63
2642,Dorami-chan: A Blue Straw Hat,Movie,1,5.28
19727,Nexus,Music,1,5.99
4113,Mahou no Mako-chan,TV,48,6.48
2037,Hime-chan no Ribbon,TV,61,7.54
5868,Haru no Uta,Movie,1,4.72
3456,Candy☆Boy: Side Story For Archive,ONA,1,7.02
537,Tekken,OVA,2,5.35
34393,Room Mate: One Room Side M,TV,Unknown,
5265,Mega Man,TV,27,6.52
2182,Robot Carnival,OVA,1,7.43
27785,Doamaiger D,TV,13,5.34
28701,Fate/stay night: Unlimited Blade Works 2nd Season,TV,13,8.45
1601,Red Garden,TV,22,7.22
27377,Tanuki-san Ooatari,Movie,1,7.33
33339,Zhongguo Jingqi Xiansheng,ONA,63,6.96
27687,Oshiri Kajiri Mushi (TV) 3rd Season,TV,10,5.48
17387,Imokawa Mukuzo: Genkanban no Maki,Movie,1,5.83
4699,Eisai Kyoiku,OVA,1,5.34
23319,"Suisei no Gargantia: Meguru Kouro, Haruka",OVA,2,7.46
267,Gungrave,TV,26,7.97
1162,Maze☆Bakunetsu Jikuu,OVA,2,6.34
33201,Ojisan to Marshmallow Special,Special,1,6.11
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,OVA,2,7.15
2882,Anime Oyako Gekijou,TV,26,6.03
22763,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,Special,1,7.56
4933,Muu no Hakugei,TV,26,6.57
30336,Tori,Movie,1,5.37
876,Street Fighter II V,TV,29,7.16
32580,Uniminipet,TV,26,6.75
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Movie,1,7.39
5501,Gun x Sword-san,Special,13,5.99
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,OVA,1,7.2
28645,Haru no Shikumi,Movie,1,4.63
18343,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,Special,6,7.04
309,Akahori Gedou Hour Rabuge,TV,13,6.3
31511,Holiday,Movie,1,6.56
968,Kakutou Bijin Wulong: Rebirth,TV,25,7.12
31587,Kojin Toshi,Movie,1,3.79
190,Love Hina Again,OVA,3,7.36
1510,Imouto de Ikou!,OVA,2,6.36
2524,Jungle de Ikou!,OVA,3,5.68
21703,Pokemon XY: New Year Special,Special,1,6.49
26151,Shounen H ga Mita Sensou,OVA,1,5.6
6560,Popee the Performer,TV,39,6.87
6828,Ohi-sama to Kaeru,Movie,1,4.27
7591,Tono to Issho,OVA,1,6.76
30473,"Nemure Omoi Ko, Sora no Shitone ni",Movie,1,5.53
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,Movie,1,7.2
19825,Saikyou Ginga Ultimate Zero: Battle Spirits,TV,49,6.86
13709,Afro Samurai Movie,Movie,1,7.59
9404,Shiawase no Katachi,OVA,4,6.69
25173,Where is Mama,Movie,1,5.57
501,Doraemon,TV,26,7.49
32637,Usawaltz,ONA,1,4.67
31098,Ushio to Tora (TV) 2nd Season,TV,13,8.13
4158,Dore Dore no Uta,Music,1,6.05
30242,Kuro no Kyoushitsu,OVA,Unknown,6.77
31105,Buddy Complex: Daremo Shiranai Ashita e,ONA,1,7.07
2361,Sei Juushi Bismarck,TV,51,7.34
9949,The Olympic Adventures of Fuwa,TV,100,6.17
17293,Love Like Aliens,Music,1,5.8
31163,Dimension W,TV,12,7.36
872,Mahou Shoujo-tai Arusu,TV,40,7.24
1289,Mobile Police Patlabor: The New Files,OVA,16,7.61
22241,Ribbon no Kishi Pilot,Special,1,5.36
33975,3-Nen D-Gumi Glass no Kamen,TV,13,5.06
1030,Heisei Tanuki Gassen Ponpoko,Movie,1,7.42
2074,Kero Kero Chime,TV,30,6.71
5890,Inko,OVA,3,5.81
659,Azumanga Daioh: Gekijou Tanpen,Special,1,7.11
16912,gdgd Fairies 2 Episode 0,Special,1,6.38
15379,Kotoura-san,TV,12,7.36
9342,Twinkle Nora Rock Me!,OVA,1,4.69
3048,In no Houteishiki,OVA,2,6.3
28687,Poker,Music,1,5.26
31740,Chicchana Onaka,OVA,3,6.32
2977,Youjuu Sensen Adventure Kid,OVA,3,5.49
30086,Hanasaka Jiisan,Movie,1,4.26
6031,Osu!! Karate Bu,OVA,4,6.97
18047,Seiyuu Deka,ONA,1,5.12
13993,Goulart Knights: Evoked the Beginning White,OVA,1,6.3
969,Tsubasa Chronicle 2nd Season,TV,26,7.7
15119,Senran Kagura,TV,12,6.48
6692,Mama Puri!?,OVA,2,6.84
4310,Joshidai: Ecchi Soudanshitsu,OVA,1,3.7
29017,Wooser no Sono Higurashi: Mugen-hen,TV,13,6.77
5917,Tsuru ni Notte: Tomoko no Bouken,Movie,1,6.53
6971,Gegege no Kitarou (1971),TV,45,6.84
3736,Parappa the Rapper,TV,30,5.85
22473,Pi~hyara Kouta,Music,1,5.54
17989,Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,OVA,1,5.0
31564,Sansha Sanyou,TV,12,7.23
7255,Hanaori,Movie,1,5.54
23613,Kakkun Cafe,Movie,1,5.86
